Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls_90,Ast_90,G+A_90,G-PK_90,G+A-PK_90,xG_90,xAG_90,xG+xAG_90,npxG_90,npxG+xAG_90
588,Logan Costa,cv CPV,DF,Toulouse,fr Ligue 1,22.0,2001.0,31,29,2650,29.4,1,1,2,1,0,0,6,0,1.4,1.4,0.6,2.0,19.0,145.0,14.0,0.03,0.03,0.07,0.03,0.07,0.05,0.02,0.07,0.05,0.07
589,Samu Costa,pt POR,MF,Mallorca,es La Liga,22.0,2000.0,34,26,2303,25.6,1,1,2,1,0,0,8,0,1.1,1.1,0.5,1.6,16.0,93.0,32.0,0.04,0.04,0.08,0.04,0.08,0.04,0.02,0.06,0.04,0.06
590,Benoît Costil,fr FRA,GK,Salernitana,it Serie A,36.0,1987.0,13,13,1170,13.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
591,Grégoire Coudert,fr FRA,GK,Brest,fr Ligue 1,24.0,1999.0,3,2,181,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
593,Lassana Coulibaly,ml MLI,MF,Salernitana,it Serie A,27.0,1996.0,28,25,2082,23.1,0,1,1,0,0,0,5,0,0.6,0.6,0.8,1.4,29.0,88.0,38.0,0.0,0.04,0.04,0.0,0.04,0.03,0.04,0.06,0.03,0.06
594,Mamadou Coulibaly,sn SEN,DF,Salernitana,it Serie A,24.0,1999.0,1,0,3,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
595,Mamadou Coulibaly,fr FRA,MF,Monaco,fr Ligue 1,19.0,2004.0,5,1,118,1.3,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.2,2.0,5.0,7.0,0.0,0.0,0.0,0.0,0.0,0.13,0.04,0.18,0.13,0.18
596,Tanguy Coulibaly,fr FRA,"FW,MF",Montpellier,fr Ligue 1,22.0,2001.0,16,7,623,6.9,1,0,1,1,0,0,2,0,2.6,2.6,0.8,3.3,27.0,13.0,48.0,0.14,0.0,0.14,0.14,0.14,0.37,0.11,0.48,0.37,0.48
597,Thibaut Courtois,be BEL,GK,Real Madrid,es La Liga,31.0,1992.0,4,4,332,3.7,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.03
598,Philippe Coutinho,br BRA,"MF,FW",Aston Villa,eng Premier League,31.0,1992.0,2,0,25,0.3,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,5.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.52,0.0,0.52,0.52,0.52
600,Nicolas Cozza,fr FRA,DF,Nantes,fr Ligue 1,24.0,1999.0,13,10,895,9.9,0,0,0,0,0,0,2,0,0.7,0.7,0.6,1.2,11.0,20.0,30.0,0.0,0.0,0.0,0.0,0.0,0.07,0.06,0.13,0.07,0.13
601,Nicolas Cozza,fr FRA,DF,Wolfsburg,de Bundesliga,24.0,1999.0,6,3,276,3.1,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,5.0,16.0,8.0,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.03,0.01,0.03
602,Alessio Cragno,it ITA,GK,Sassuolo,it Serie A,29.0,1994.0,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
603,Crespo,pt POR,MF,Rayo Vallecano,es La Liga,26.0,1996.0,15,4,527,5.9,0,0,0,0,0,0,4,0,0.1,0.1,1.0,1.1,13.0,30.0,20.0,0.0,0.0,0.0,0.0,0.0,0.02,0.18,0.2,0.02,0.2
604,Aaron Cresswell,eng ENG,"DF,FW",West Ham,eng Premier League,33.0,1989.0,11,4,436,4.8,0,0,0,0,0,0,1,0,0.0,0.0,0.4,0.4,4.0,26.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.09,0.0,0.09
606,Cristian,es ESP,GK,Valencia,es La Liga,25.0,1998.0,1,0,57,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
607,Juan Cruz Armada,es ESP,DF,Osasuna,es La Liga,31.0,1992.0,26,18,1667,18.5,0,1,1,0,0,0,3,0,0.0,0.0,0.4,0.4,16.0,77.0,29.0,0.0,0.05,0.05,0.0,0.05,0.0,0.02,0.02,0.0,0.02
608,Juan Cruz,ar ARG,"FW,MF",Hellas Verona,it Serie A,24.0,1999.0,4,1,109,1.2,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,3.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.03,0.09,0.12,0.03,0.12
609,Juan Cruz,es ESP,FW,Betis,es La Liga,23.0,2000.0,5,0,76,0.8,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,2.0,3.0,10.0,0.0,0.0,0.0,0.0,0.0,0.09,0.05,0.13,0.09,0.13
610,Juan Cuadrado,co COL,DF,Inter,it Serie A,35.0,1988.0,10,0,267,3.0,0,2,2,0,0,0,1,0,0.2,0.2,1.6,1.7,17.0,11.0,35.0,0.0,0.67,0.67,0.0,0.67,0.06,0.52,0.59,0.06,0.59
611,Pau Cubarsí,es ESP,DF,Barcelona,es La Liga,16.0,2007.0,19,18,1558,17.3,0,0,0,0,0,0,4,0,0.1,0.1,0.4,0.5,8.0,75.0,2.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.03,0.01,0.03
612,Marc Cucurella,es ESP,DF,Chelsea,eng Premier League,25.0,1998.0,21,20,1782,19.8,0,2,2,0,0,0,10,0,1.1,1.1,1.1,2.2,31.0,50.0,73.0,0.0,0.1,0.1,0.0,0.1,0.06,0.05,0.11,0.06,0.11
614,Jorge Cuenca,es ESP,DF,Villarreal,es La Liga,23.0,1999.0,29,21,1963,21.8,3,1,4,3,0,0,7,0,1.2,1.2,0.2,1.5,11.0,78.0,30.0,0.14,0.05,0.18,0.14,0.18,0.06,0.01,0.07,0.06,0.07
617,Marvin Cuni,al ALB,FW,Frosinone,it Serie A,22.0,2001.0,22,6,534,5.9,1,0,1,1,0,0,0,0,1.3,1.3,0.3,1.6,6.0,11.0,45.0,0.17,0.0,0.17,0.17,0.17,0.22,0.05,0.28,0.22,0.28
618,Eric Curbelo,es ESP,"DF,MF",Las Palmas,es La Liga,29.0,1994.0,2,1,102,1.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
619,Sam Curtis,ie IRL,DF,Sheffield Utd,eng Premier League,17.0,2005.0,1,0,28,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
621,Danilo D'Ambrosio,it ITA,DF,Monza,it Serie A,34.0,1988.0,24,16,1536,17.1,0,0,0,0,0,0,5,1,0.7,0.7,0.2,0.8,12.0,61.0,25.0,0.0,0.0,0.0,0.0,0.0,0.04,0.01,0.05,0.04,0.05
622,Alberto Dadie,es ESP,MF,Real Sociedad,es La Liga,21.0,2002.0,1,0,28,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
623,Trévis Dago,ci CIV,"FW,MF",Lille,fr Ligue 1,18.0,2005.0,4,0,23,0.3,0,1,1,0,0,0,1,0,0.0,0.0,0.4,0.5,1.0,0.0,1.0,0.0,3.91,3.91,0.0,3.91,0.16,1.63,1.78,0.16,1.78
624,Finn Dahmen,de GER,GK,Augsburg,de Bundesliga,25.0,1998.0,31,31,2790,31.0,0,0,0,0,0,0,4,0,0.0,0.0,0.1,0.1,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
625,Mahmoud Dahoud,de GER,MF,Brighton,eng Premier League,27.0,1996.0,9,6,452,5.0,0,1,1,0,0,0,1,1,0.2,0.2,0.9,1.1,4.0,11.0,6.0,0.0,0.2,0.2,0.0,0.2,0.04,0.18,0.22,0.04,0.22
626,Mahmoud Dahoud,de GER,MF,Stuttgart,de Bundesliga,27.0,1996.0,13,1,227,2.5,1,0,1,1,0,0,0,0,0.6,0.6,0.5,1.1,1.0,19.0,5.0,0.4,0.0,0.4,0.4,0.4,0.22,0.21,0.43,0.22,0.43
627,Ameen Al-Dakhil,be BEL,DF,Burnley,eng Premier League,21.0,2002.0,13,12,1056,11.7,1,0,1,1,0,0,1,0,1.3,1.3,0.1,1.4,7.0,35.0,9.0,0.09,0.0,0.09,0.09,0.09,0.11,0.01,0.12,0.11,0.12
630,Mikkel Damsgaard,dk DEN,MF,Brentford,eng Premier League,23.0,2000.0,23,7,842,9.4,0,2,2,0,0,0,2,0,0.9,0.9,1.4,2.4,16.0,61.0,32.0,0.0,0.21,0.21,0.0,0.21,0.1,0.16,0.25,0.1,0.25
631,Flavius Daniliuc,at AUT,DF,Salernitana,it Serie A,22.0,2001.0,14,8,744,8.3,0,0,0,0,0,0,2,0,0.2,0.2,0.2,0.5,8.0,37.0,2.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.06,0.03,0.06
632,Danilo,br BRA,MF,Nott'ham Forest,eng Premier League,22.0,2001.0,29,20,1792,19.9,2,2,4,2,0,0,4,0,1.8,1.8,1.5,3.4,22.0,83.0,28.0,0.1,0.1,0.2,0.1,0.2,0.09,0.08,0.17,0.09,0.17
633,Danilo,br BRA,DF,Juventus,it Serie A,32.0,1991.0,29,27,2452,27.2,1,1,2,1,0,0,7,0,1.3,1.3,0.9,2.2,18.0,161.0,21.0,0.04,0.04,0.07,0.04,0.07,0.05,0.03,0.08,0.05,0.08
634,Arnaut Danjuma,nl NED,"MF,FW",Everton,eng Premier League,26.0,1997.0,14,5,595,6.6,1,0,1,1,0,0,0,0,2.6,2.6,1.1,3.7,24.0,9.0,44.0,0.15,0.0,0.15,0.15,0.15,0.4,0.17,0.57,0.4,0.57
635,Jayden Danns,eng ENG,FW,Liverpool,eng Premier League,17.0,2006.0,2,0,9,0.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
636,Kevin Danso,at AUT,DF,Lens,fr Ligue 1,24.0,1998.0,30,30,2655,29.5,1,0,1,1,0,0,6,0,1.8,1.8,0.4,2.2,27.0,133.0,3.0,0.03,0.0,0.03,0.03,0.03,0.06,0.01,0.07,0.06,0.07
638,Raimane Daou,km COM,"DF,MF",Marseille,fr Ligue 1,18.0,2004.0,1,0,25,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
641,Achraf Dari,ma MAR,"DF,FW",Brest,fr Ligue 1,24.0,1999.0,4,1,121,1.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04
642,Matteo Darmian,it ITA,DF,Inter,it Serie A,33.0,1989.0,33,27,2404,26.7,2,1,3,2,0,0,2,0,1.2,1.2,1.8,3.0,18.0,72.0,82.0,0.07,0.04,0.11,0.07,0.11,0.04,0.07,0.11,0.04,0.11
643,Lukas Daschner,de GER,"MF,FW",Bochum,de Bundesliga,24.0,1998.0,20,3,536,6.0,1,1,2,1,0,0,2,0,2.3,2.3,1.0,3.3,11.0,17.0,37.0,0.17,0.17,0.34,0.17,0.34,0.39,0.16,0.55,0.39,0.55
644,Josh Dasilva,eng ENG,"DF,FW",Brentford,eng Premier League,24.0,1998.0,3,0,24,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,2.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72,0.72,0.0,0.72
645,David Datro Fofana,ci CIV,FW,Burnley,eng Premier League,20.0,2002.0,15,10,879,9.8,4,1,5,4,0,0,1,0,4.5,4.5,1.8,6.4,21.0,15.0,39.0,0.41,0.1,0.51,0.41,0.51,0.46,0.19,0.65,0.46,0.65
646,David Datro Fofana,ci CIV,"FW,MF",Union Berlin,de Bundesliga,20.0,2002.0,12,8,682,7.6,1,0,1,1,0,0,0,0,2.8,2.8,0.3,3.1,20.0,14.0,66.0,0.13,0.0,0.13,0.13,0.13,0.37,0.05,0.41,0.37,0.41
647,Juan David Cabal,co COL,DF,Hellas Verona,it Serie A,22.0,2001.0,22,17,1497,16.6,0,0,0,0,0,0,6,0,0.5,0.5,0.4,0.9,26.0,70.0,48.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.06,0.03,0.06
650,Ben Davies,wls WAL,DF,Tottenham,eng Premier League,30.0,1993.0,17,12,1090,12.1,1,0,1,1,0,0,2,0,2.3,2.3,0.4,2.7,13.0,71.0,20.0,0.08,0.0,0.08,0.08,0.08,0.19,0.03,0.23,0.19,0.23
651,Tom Davies,eng ENG,MF,Sheffield Utd,eng Premier League,25.0,1998.0,9,2,221,2.5,0,0,0,0,0,0,2,0,0.4,0.4,0.1,0.4,3.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,0.14,0.03,0.17,0.14,0.17
652,Keinan Davis,eng ENG,"FW,MF",Udinese,it Serie A,25.0,1998.0,8,0,186,2.1,1,0,1,1,0,0,2,0,0.5,0.5,0.1,0.6,2.0,6.0,15.0,0.48,0.0,0.48,0.48,0.48,0.24,0.04,0.28,0.24,0.28
653,Paweł Dawidowicz,pl POL,DF,Hellas Verona,it Serie A,28.0,1995.0,28,25,2143,23.8,0,0,0,0,0,0,5,0,0.5,0.5,0.0,0.6,11.0,89.0,5.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02
654,Craig Dawson,eng ENG,DF,Wolves,eng Premier League,33.0,1990.0,25,25,2209,24.5,1,1,2,1,0,0,7,0,1.5,1.5,1.4,2.9,1.0,49.0,4.0,0.04,0.04,0.08,0.04,0.08,0.06,0.06,0.12,0.06,0.12
658,Mattia De Sciglio,it ITA,DF,Juventus,it Serie A,30.0,1992.0,1,1,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
659,Lorenzo De Silvestri,it ITA,DF,Bologna,it Serie A,35.0,1988.0,15,7,674,7.5,2,0,2,2,0,0,0,0,0.2,0.2,0.0,0.2,14.0,27.0,12.0,0.27,0.0,0.27,0.27,0.27,0.03,0.0,0.03,0.03,0.03
660,Thibault De Smet,be BEL,DF,Reims,fr Ligue 1,25.0,1998.0,27,22,1831,20.3,0,0,0,0,0,0,7,1,0.3,0.3,0.8,1.1,23.0,104.0,66.0,0.0,0.0,0.0,0.0,0.0,0.01,0.04,0.05,0.01,0.05
661,Koni De Winter,be BEL,DF,Genoa,it Serie A,21.0,2002.0,29,26,2380,26.4,0,1,1,0,0,0,8,1,0.8,0.8,1.0,1.8,21.0,76.0,15.0,0.0,0.04,0.04,0.0,0.04,0.03,0.04,0.07,0.03,0.07
662,Grégoire Defrel,mq MTQ,"FW,MF",Sassuolo,it Serie A,32.0,1991.0,20,7,757,8.4,1,2,3,1,0,0,0,0,1.0,1.0,1.2,2.2,7.0,17.0,42.0,0.12,0.24,0.36,0.12,0.36,0.12,0.14,0.26,0.12,0.26
663,Alessandro Deiola,it ITA,MF,Cagliari,it Serie A,27.0,1995.0,27,19,1608,17.9,1,0,1,1,0,0,7,0,2.5,2.5,0.9,3.4,9.0,64.0,21.0,0.06,0.0,0.06,0.06,0.06,0.14,0.05,0.19,0.14,0.19
665,Thomas Delaine,fr FRA,"DF,MF",Strasbourg,fr Ligue 1,31.0,1992.0,27,24,2044,22.7,1,1,2,1,0,0,5,0,1.7,1.7,3.6,5.3,63.0,52.0,151.0,0.04,0.04,0.09,0.04,0.09,0.07,0.16,0.23,0.07,0.23
666,Sacha Delaye,fr FRA,"MF,FW",Montpellier,fr Ligue 1,21.0,2002.0,9,0,130,1.4,0,0,0,0,0,0,1,0,0.3,0.3,0.1,0.4,2.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.23,0.07,0.3,0.23,0.3
667,Hannes Delcroix,be BEL,DF,Burnley,eng Premier League,24.0,1999.0,12,5,589,6.5,0,0,0,0,0,0,2,0,0.4,0.4,0.2,0.6,2.0,18.0,6.0,0.0,0.0,0.0,0.0,0.0,0.05,0.03,0.09,0.05,0.09
668,Alessandro Dellavalle,it ITA,DF,Torino,it Serie A,19.0,2004.0,1,0,15,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
669,Olivier Deman,be BEL,DF,Werder Bremen,de Bundesliga,23.0,2000.0,29,14,1365,15.2,2,1,3,2,0,0,5,0,1.1,1.1,0.9,2.0,26.0,40.0,53.0,0.13,0.07,0.2,0.13,0.2,0.07,0.06,0.13,0.07,0.13
670,Karamoko Dembélé,eng ENG,"MF,FW",Brest,fr Ligue 1,20.0,2003.0,1,0,16,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
672,Jessy Deminguet,fr FRA,"MF,FW",Strasbourg,fr Ligue 1,25.0,1998.0,18,9,690,7.7,0,0,0,0,0,0,1,0,0.3,0.3,0.4,0.7,7.0,24.0,13.0,0.0,0.0,0.0,0.0,0.0,0.03,0.06,0.09,0.03,0.09
674,Diego Demme,de GER,MF,Napoli,it Serie A,31.0,1991.0,2,1,73,0.8,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
675,Sepp van den Berg,nl NED,DF,Mainz 05,de Bundesliga,21.0,2001.0,33,31,2839,31.5,3,0,3,3,0,0,9,0,2.7,2.7,0.3,3.0,7.0,95.0,6.0,0.1,0.0,0.1,0.1,0.1,0.08,0.01,0.09,0.08,0.09
676,Leander Dendoncker,be BEL,MF,Aston Villa,eng Premier League,28.0,1995.0,8,1,119,1.3,1,0,1,1,0,0,0,0,0.7,0.7,0.0,0.7,0.0,3.0,2.0,0.76,0.0,0.76,0.76,0.76,0.56,0.0,0.56,0.56,0.56
677,Leander Dendoncker,be BEL,MF,Napoli,it Serie A,28.0,1995.0,3,0,24,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.12,0.12,0.12
678,Rémy Descamps,fr FRA,GK,Nantes,fr Ligue 1,27.0,1996.0,6,6,540,6.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
679,Mikkel Desler,dk DEN,DF,Toulouse,fr Ligue 1,28.0,1995.0,24,19,1544,17.2,0,1,1,0,0,0,2,0,1.1,1.0,0.7,1.7,30.0,81.0,96.0,0.0,0.06,0.06,0.0,0.06,0.06,0.04,0.1,0.06,0.1
680,Arthur Desmas,fr FRA,GK,Le Havre,fr Ligue 1,29.0,1994.0,33,33,2970,33.0,0,0,0,0,0,0,2,0,0.0,0.0,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01
681,Mattia Destro,it ITA,"FW,MF",Empoli,it Serie A,32.0,1991.0,15,3,366,4.1,0,0,0,0,0,0,2,0,1.2,1.2,0.3,1.5,4.0,4.0,19.0,0.0,0.0,0.0,0.0,0.0,0.29,0.08,0.37,0.29,0.37
682,Samuele Di Benedetto,de GER,MF,Stuttgart,de Bundesliga,18.0,2005.0,1,0,7,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.3
683,Federico Di Francesco,it ITA,"FW,MF",Lecce,it Serie A,29.0,1994.0,2,0,15,0.2,1,0,1,1,0,0,0,0,0.1,0.1,0.0,0.1,1.0,1.0,3.0,6.0,0.0,6.0,6.0,6.0,0.53,0.0,0.53,0.53,0.53
684,Raffaele Di Gennaro,it ITA,GK,Inter,it Serie A,29.0,1993.0,1,0,23,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
685,Michele Di Gregorio,it ITA,GK,Monza,it Serie A,26.0,1997.0,33,33,2872,31.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
687,Alessandro Di Pardo,it ITA,"DF,MF",Cagliari,it Serie A,24.0,1999.0,15,2,359,4.0,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.3,6.0,11.0,19.0,0.0,0.0,0.0,0.0,0.0,0.02,0.05,0.07,0.02,0.07
690,Lamine Diack,sn SEN,MF,Nantes,fr Ligue 1,22.0,2000.0,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
691,Mouctar Diakhaby,gn GUI,"DF,MF",Valencia,es La Liga,26.0,1996.0,14,12,1073,11.9,1,0,1,1,0,0,6,0,0.7,0.7,0.0,0.8,7.0,29.0,1.0,0.08,0.0,0.08,0.08,0.08,0.06,0.0,0.06,0.06,0.06
692,Mamadou Diakhon,fr FRA,"FW,MF",Reims,fr Ligue 1,17.0,2005.0,11,1,209,2.3,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.3,11.0,1.0,16.0,0.0,0.0,0.0,0.0,0.0,0.01,0.1,0.11,0.01,0.11
693,Bafodé Diakité,fr FRA,DF,Lille,fr Ligue 1,22.0,2001.0,21,19,1696,18.8,5,2,7,5,0,0,4,0,2.0,2.0,1.4,3.5,15.0,95.0,16.0,0.27,0.11,0.37,0.27,0.37,0.11,0.08,0.19,0.11,0.19
694,Ibrahim Diakité,gn GUI,DF,Reims,fr Ligue 1,19.0,2003.0,5,1,109,1.2,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,7.0,7.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.16,0.0,0.16
695,Moussa Diakité,ml MLI,MF,Cádiz,es La Liga,19.0,2003.0,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
697,Amad Diallo,ci CIV,"FW,MF",Manchester Utd,eng Premier League,21.0,2002.0,9,3,390,4.3,1,1,2,1,0,0,1,0,0.5,0.5,1.1,1.6,11.0,10.0,31.0,0.23,0.23,0.46,0.23,0.46,0.12,0.24,0.36,0.12,0.36
698,Amadou Diallo,eng ENG,MF,Newcastle Utd,eng Premier League,20.0,2003.0,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
699,Assane Diao,es ESP,FW,Betis,es La Liga,17.0,2005.0,18,13,1048,11.6,2,0,2,2,0,0,4,0,2.5,2.5,0.7,3.2,33.0,20.0,101.0,0.17,0.0,0.17,0.17,0.17,0.21,0.06,0.28,0.21,0.28
701,Moussa Diarra,ml MLI,DF,Toulouse,fr Ligue 1,22.0,2000.0,22,15,1397,15.5,1,2,3,1,0,0,5,0,0.5,0.5,1.1,1.6,18.0,70.0,12.0,0.06,0.13,0.19,0.06,0.19,0.03,0.07,0.1,0.03,0.1
702,Rúben Dias,pt POR,DF,Manchester City,eng Premier League,26.0,1997.0,30,28,2559,28.4,0,0,0,0,0,0,0,0,1.4,1.4,0.3,1.7,34.0,173.0,16.0,0.0,0.0,0.0,0.0,0.0,0.05,0.01,0.06,0.05,0.06
703,Krépin Diatta,sn SEN,"DF,FW",Monaco,fr Ligue 1,24.0,1999.0,26,12,1206,13.4,0,2,2,0,0,0,2,0,0.5,0.5,1.8,2.3,48.0,80.0,95.0,0.0,0.15,0.15,0.0,0.15,0.04,0.13,0.17,0.04,0.17
704,Mory Diaw,sn SEN,GK,Clermont Foot,fr Ligue 1,30.0,1993.0,30,30,2700,30.0,0,0,0,0,0,0,3,0,0.0,0.0,0.1,0.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
705,Mahamadou Diawara,fr FRA,MF,Lyon,fr Ligue 1,18.0,2005.0,11,4,358,4.0,0,0,0,0,0,0,2,0,0.7,0.7,0.1,0.9,13.0,20.0,14.0,0.0,0.0,0.0,0.0,0.0,0.19,0.03,0.22,0.19,0.22
708,Víctor Díaz,es ESP,"DF,MF",Granada,es La Liga,35.0,1988.0,4,2,162,1.8,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
709,Famara Diedhiou,sn SEN,"FW,MF",Granada,es La Liga,30.0,1992.0,8,0,89,1.0,0,1,1,0,0,0,1,0,0.5,0.5,0.2,0.7,5.0,0.0,19.0,0.0,1.01,1.01,0.0,1.01,0.5,0.21,0.71,0.5,0.71
710,Justin Diehl,de GER,"FW,MF",Köln,de Bundesliga,18.0,2004.0,7,1,168,1.9,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.4,6.0,2.0,17.0,0.0,0.0,0.0,0.0,0.0,0.12,0.1,0.23,0.12,0.23
711,Bamba Dieng,sn SEN,FW,Lorient,fr Ligue 1,23.0,2000.0,16,5,549,6.1,4,1,5,4,0,0,3,0,3.2,3.2,1.6,4.8,5.0,4.0,44.0,0.66,0.16,0.82,0.66,0.82,0.53,0.27,0.79,0.53,0.79
712,Eric Dier,eng ENG,DF,Tottenham,eng Premier League,29.0,1994.0,4,1,201,2.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
713,Eric Dier,eng ENG,DF,Bayern Munich,de Bundesliga,29.0,1994.0,15,13,1166,13.0,0,0,0,0,0,0,1,0,0.7,0.7,0.1,0.7,8.0,53.0,1.0,0.0,0.0,0.0,0.0,0.0,0.05,0.01,0.06,0.05,0.06
714,Guillaume Dietsch,fr FRA,GK,Metz,fr Ligue 1,22.0,2001.0,1,0,73,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
